ID,audio_path,num_samples,sample_rate,transcription,gender,lang_id,language,lang_group_id
1808,test/12890154668042466980.wav,122880,16000,with two years of the end of the war the former allies were now enemies and the cold war began,1,19,English,0
1756,test/12897153867514448386.wav,159360,16000,late on sunday the united states president donald trump in a statement delivered via the press secretary announced us troops would be leaving syria,1,19,English,0
1845,test/12906384443438076827.wav,163520,16000,in a carriage they traveled back to paris surrounded by a mob of people screaming and shouting threats against the king and queen,0,19,English,0
1713,test/12921155570472263117.wav,157440,16000,while goma is reasonably safe any visits outside of goma should be researched to understand the state of the fighting that persists in the north kivu province,1,19,English,0
1849,test/129240607624460201.wav,105600,16000,if you have watched the movie national treasure you may think a treasure map was written on the back of the declaration of independence,1,19,English,0
1780,test/12953138808800823203.wav,176640,16000,with kundalini yoga the kundalini energy enlightenment energy is awakened through yoga postures breathing exercises mantras and visualizations,1,19,English,0
1792,test/12966312239837756963.wav,72960,16000,this is called a chemical's ph you can make an indicator using red cabbage juice,1,19,English,0
1984,test/12970636128542220038.wav,151680,16000,mass car ownership also leads to a higher incidence of accidents on the roads which leads to the invention of new techniques in healthcare for repairing damaged bodies,1,19,English,0
1728,test/13006273800980159403.wav,107520,16000,the cabbage juice changes color depending on how acidic or basic alkaline the chemical is,1,19,English,0
1884,test/13029464143980259888.wav,97920,16000,in particular it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly,1,19,English,0
1664,test/13031516147694203229.wav,133760,16000,swirl the two dry powders together and then with clean wet hands squeeze them into a ball,0,19,English,0
1917,test/13049690085129854387.wav,164160,16000,several large television screens were installed in various places in rome to let the people watch the ceremony,0,19,English,0
1786,test/13070914954918539330.wav,190080,16000,the composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy ftir,0,19,English,0
1978,test/13128254958003826368.wav,79680,16000,for the springboks it ended a five-match losing streak,0,19,English,0
1803,test/13130060533227294993.wav,128640,16000,the moisture on your hands will react with the outer layers which will feel funny and form a sort of shell,0,19,English,0
1741,test/13153302236168048197.wav,119040,16000,large areas further north are quite sparsely populated and some is nearly uninhabited wilderness,1,19,English,0
1736,test/1321689309737152988.wav,96000,16000,rolando mendoza fired his m16 rifle at the tourists,0,19,English,0
1860,test/13230261475791184258.wav,72960,16000,the governor's office said nineteen of the injured were police officers,1,19,English,0
1704,test/13245569655363672734.wav,117120,16000,in 1990 it was added to the list of world heritage sites in danger due to the threat of desert sands,1,19,English,0
2007,test/13295416245066118625.wav,140160,16000,the u.s. corps of engineers estimated that 6 inches of rainfall could breach the previously damaged levees,0,19,English,0
1741,test/13297690853135603331.wav,122880,16000,large areas further north are quite sparsely populated and some is nearly uninhabited wilderness,1,19,English,0
1765,test/13332753177678720249.wav,189120,16000,since the foundation of asunción in 1537 paraguay has managed to keep a lot of its indigenous character and identity,1,19,English,0
1755,test/13345242347208844836.wav,106240,16000,one bomb exploded outside the governor general's office,0,19,English,0
1906,test/13359752682314548.wav,94080,16000,this is not going to be goodbye this is the closing of one chapter and the opening of a new one,1,19,English,0
1939,test/13362021168025680919.wav,164480,16000,also after the revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed,0,19,English,0
1940,test/13388880723958450388.wav,151680,16000,all things considered we should not be surprised if our own ancestors solved their protein problem in somewhat the same way that chimps on the savanna do today,1,19,English,0
1858,test/13447718337043682273.wav,153600,16000,danielle lantagne a un expert on the disease stated the outbreak was likely caused by the peacekeepers,0,19,English,0
1998,test/13458636098813464476.wav,106560,16000,they have feet with scales and claws they lay eggs and they walk on their two back legs like a t-rex,1,19,English,0
1690,test/13542330409815692480.wav,314560,16000,we agree with the usoc's statement that the interests of our athletes and clubs and their sport may be better served by moving forward with meaningful change within our organization rather than decertification,0,19,English,0
1805,test/1361225517388701679.wav,184960,16000,scotturb bus 403 travels regularly to sintra stopping at cabo da roca,0,19,English,0
1853,test/13713355703439016228.wav,82560,16000,giancarlo fisichella lost control of his car and ended the race very soon after the start,1,19,English,0
1749,test/1372746700546513130.wav,219840,16000,it was ruled by the vichy french these were french people who had made peace with the germans in 1940 and worked with the invaders instead of fighting them,0,19,English,0
1928,test/13732033283623109766.wav,108480,16000,by 1976 thirty percent of machu picchu had been restored and restoration continues till today,1,19,English,0
1961,test/13809395828339499811.wav,225600,16000,one of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were through neglect misfortune or wilful abuse not socialized by adults while they were growing up,1,19,English,0
2004,test/13824971935266428986.wav,111360,16000,the same month saw another airliner overrun a runway at mashhad and strike a wall killing seventeen,1,19,English,0
1666,test/13875708868701082683.wav,133440,16000,you may also wish to consult the advice of governments other than your own but their advice is designed for their citizens,1,19,English,0
1687,test/13888599635337906526.wav,184320,16000,segregation and recombination shuffle variation back and forth between the two pools with each generation,0,19,English,0
1773,test/13896470903695476292.wav,200000,16000,sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later 10–60 minutes,0,19,English,0
1970,test/1394697283561012104.wav,224960,16000,we don't know for sure but it may have had a forked tongue its diet included turtles large fish other mosasaurs and it may even have been a cannibal,0,19,English,0
1862,test/13963903782504043145.wav,161280,16000,nextgen is a system the faa claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions,1,19,English,0
1903,test/14076834086577911298.wav,146880,16000,when all available resources are effectively used across the functional departments of an organization creativity and ingenuity can transpire,1,19,English,0
1695,test/14077379425479054842.wav,195840,16000,a simple popular dinner especially during the summer is the pa amb oli bread with olive oil tomato and any available condiments such as cheese tunafish etc,1,19,English,0
1921,test/14115239728007650784.wav,155520,16000,on the other hand icy and snowy conditions are normal in many countries and traffic goes on mostly uninterrupted all year round,1,19,English,0
1923,test/14139585382582687665.wav,245760,16000,the strategy proved effective cutting off vital military and civilian supplies although this blockade violated generally accepted international law codified by several international agreements of the past two centuries,1,19,English,0
2003,test/14146977097620621690.wav,110400,16000,to get the best views of hong kong leave the island and head for the kowloon waterfront opposite,1,19,English,0
1694,test/14160468372285024125.wav,171520,16000,children are placed in foster care for a wide variety of reasons that range from neglect to abuse and even to extortion,0,19,English,0
1823,test/14210445503617137582.wav,122880,16000,traffic flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another,1,19,English,0
1822,test/14212778709566873555.wav,184320,16000,the moroccan sultan rebuilt the city as daru l-badya and it was given the name casablanca by spanish traders who established trading bases there,1,19,English,0
1943,test/14240553912561192306.wav,166400,16000,the lower the tension the more positive the life force present every person has the potential to find absolute peace and contentment,0,19,English,0
1956,test/14278251866048014426.wav,121920,16000,using ships to transport goods is by far the most efficient way to move large amounts of people and goods across oceans,1,19,English,0
1719,test/14291047344508554279.wav,172800,16000,severe weather is the generic term for any dangerous weather phenomenon with the potential to cause damage serious social disruption or loss of human life,1,19,English,0
1689,test/14328568808003469713.wav,332160,16000,europe is a continent that is relatively small but with many independent countries under normal circumstances travelling through multiple countries would mean having to go through visa applications and passport control multiple times,0,19,English,0
1810,test/14328961705663130128.wav,181440,16000,california governor arnold schwarzenegger signed into law a bill that bans the sale or rental of violent video games to minors,1,19,English,0
1778,test/14337122471415370884.wav,61440,16000,television reports show white smoke coming from the plant,1,19,English,0
2006,test/14384731673566706407.wav,99840,16000,elements like calcium and potassium are considered metals of course there are also metals like silver and gold,1,19,English,0
1805,test/14396239747345303015.wav,90240,16000,scotturb bus 403 travels regularly to sintra stopping at cabo da roca,1,19,English,0
1890,test/14472713183013529731.wav,115200,16000,most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions,1,19,English,0
1782,test/1447510838326873839.wav,189120,16000,also between each dynasty was an unstable age of divided provinces the best-known of these periods was the three kingdoms epoch taking place for 60 years between the han and the jin dynasty,1,19,English,0
1784,test/14572481585322233862.wav,304320,16000,greenland was settled sparsely in the norse sagas they say that erik the red was exiled from iceland for murder and when travelling further west found greenland and named it greenland,0,19,English,0
1949,test/14585898865749103727.wav,103680,16000,the term bug is used by entomologists in a formal sense for this group of insects,1,19,English,0
1683,test/14624695685248966546.wav,177600,16000,there are still many men and women alive who survived their time here and many more who had loved ones who were murdered or worked to death there jews and non-jews alike,1,19,English,0
1919,test/14643126700888487830.wav,166080,16000,the city is also the base to climb the nyiragongo volcano along with some of the cheapest mountain gorilla tracking in africa,1,19,English,0
1791,test/14648010410081654131.wav,72000,16000,do not deface the site by marking or scratching graffiti into structures,1,19,English,0
1693,test/14681158725429032808.wav,136320,16000,but after losing the captain's wicket india only made 36 runs loosing 7 wickets to end the innings,1,19,English,0
1885,test/14693330690944350091.wav,143040,16000,between 10:00-11:00 pm mdt a fire was started by the inmates in the yard,1,19,English,0
1772,test/14704091860070528032.wav,93760,16000,so it is likely that the notation was added simply as a label,0,19,English,0
1998,test/14738234113419638776.wav,105600,16000,they have feet with scales and claws they lay eggs and they walk on their two back legs like a t-rex,1,19,English,0
1857,test/14805661830607478688.wav,195520,16000,he added that they should not however be asked to take on obligations that go beyond their development stage responsibility and capabilities,0,19,English,0
1761,test/14836289886440749215.wav,137920,16000,the photographers later took the place of an aged lady as she needed the lavatory mendoza was gunned down,0,19,English,0
1702,test/1483818313790875806.wav,162880,16000,in just two weeks the americans and free french forces had liberated southern france and were turning towards germany,0,19,English,0
1746,test/14855926442890309286.wav,127040,16000,plants make their food from the sun by photosynthesis they also provide shade,0,19,English,0
1907,test/14868402834603110105.wav,87360,16000,soon after the outbreak of hostilities britain initiated a naval blockade of germany,1,19,English,0
1769,test/14944400645209157789.wav,135360,16000,built by the egyptians in the third century bce the great pyramid is one of many large pyramid structures built to honor dead pharaoh,1,19,English,0
1788,test/14960809846091330730.wav,249600,16000,usa gymnastics supports the united states olympic committee's letter and accepts the absolute need of the olympic family to promote a safe environment for all of our athletes,0,19,English,0
1801,test/1497068838470674354.wav,209600,16000,the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour,0,19,English,0
1861,test/14982964006464846866.wav,168960,16000,as a result the performers smoke cannabis joints on stage and the theatre itself is encouraging the audience to join in,0,19,English,0
1996,test/14993919225529607964.wav,249600,16000,australia's mitchell gourley finished eleventh in the men's standing super-g czech competitor oldrich jelinek finished sixteenth in the men's sitting super-g,0,19,English,0
1697,test/15004506730396162914.wav,101760,16000,he has been unable to take the drugs needed to overcome his pain as they are banned from the games,1,19,English,0
1962,test/15038927295183526116.wav,105600,16000,the ph level is indicated by the amount of hydrogen the h in ph ions in the tested chemical,1,19,English,0
1847,test/15094027080386890060.wav,186240,16000,he was greeted by singapore's deputy prime minister wong kan seng and discussed trade and terrorism issues with the singapore prime minister lee hsien loong,1,19,English,0
1932,test/15167791612734877902.wav,302400,16000,five minutes into the display a wind starts rolling in about a minute later the wind is reaching 70km/h... then the rain comes but so hard and so large that it slaps your skin like a needle then hail fell from the sky people panicking and screaming and running over each other,1,19,English,0
1850,test/15199695878621076767.wav,287680,16000,this will allow it to be backwards compatible with 802.11a 802.11b and 802.11g provided that the base station has dual radios,0,19,English,0
1700,test/15228527404193944906.wav,115200,16000,it is thinner under the maria and thicker under the highlands,0,19,English,0
1727,test/15257026998252037010.wav,104640,16000,feral children may have experienced severe child abuse or trauma before being abandoned or running away,1,19,English,0
1984,test/15278922555301201869.wav,179520,16000,mass car ownership also leads to a higher incidence of accidents on the roads which leads to the invention of new techniques in healthcare for repairing damaged bodies,1,19,English,0
1853,test/1531123292382678510.wav,92160,16000,giancarlo fisichella lost control of his car and ended the race very soon after the start,1,19,English,0
1694,test/15359249341091182172.wav,127680,16000,children are placed in foster care for a wide variety of reasons that range from neglect to abuse and even to extortion,1,19,English,0
1878,test/15462197415062072209.wav,147840,16000,the central authority of the church had been in rome for over a thousand years and this concentration of power and money led many to question whether this tenet was being met,1,19,English,0
1692,test/15494714124475485422.wav,118080,16000,according to japan's nuclear agency radioactive caesium and iodine has been identified at the plant,1,19,English,0
1797,test/15505806025419963341.wav,116160,16000,everyone participates in society and uses transportation systems almost everyone complains about transportation systems,1,19,English,0
1912,test/15510957858467012907.wav,168320,16000,most of the smaller islands are independent nations or associated with france and known as luxury beach resorts,0,19,English,0
1711,test/15533201887617185536.wav,157440,16000,these theories look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things,1,19,English,0
1913,test/1553627708563736436.wav,140160,16000,the tiger's roar is not like the full-voiced roar of a lion but more like a sentence of snarly shouted words,1,19,English,0
1787,test/1559267283424963143.wav,153600,16000,blogging is a tool that inspires collaboration and encourages students to extend learning well beyond the traditional school day,0,19,English,0
1977,test/15592925372393530543.wav,108480,16000,prides are made up of one to three related adult males along with as many as thirty females and cubs,1,19,English,0
1667,test/156130586016414879.wav,173760,16000,generally speaking two behaviors can emerge as managers begin to lead their former peers. one end of the spectrum is trying to remain  one of the guys” or gals,1,19,English,0
1669,test/15618717836108767541.wav,115200,16000,police superintendent chandra shekhar solanki said the accused appeared in court with covered faces,1,19,English,0
